Gender,Race,Birth Origin,Age,Sports,Avg Deals Closed,Technical Aptitude,HireVue Score,Leadership Capability,Manager's Assessment Score,Educational Prestige,Education,Soft Skills,GPA,Years of Experience,Job Tenure,Military Tenure,Avg Commute Time,Cultural Fit,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names
female,Other,USA,28.0,Club/Intramural,4.39,-2.24,-2.97,0.4,2.362186018910387,2.0,0.12,3.6,3.47,3.5,-1.395670739444754,1.2,14.0,-1.08,Engineering,None,Good,1.0,0.0,0.0,Brandy Swinerton
female,Other,USA,32.0,Club/Intramural,4.56,-2.14,-2.63,0.91,3.7471431604113343,2.6,0.73,4.18,3.48,7.9,1.6247508235244943,2.6,17.0,1.38,Engineering,Ok,Good,1.0,0.0,0.0,Lillian Ferrell
female,Other,USA,29.0,Club/Intramural,6.96,-0.17,-0.1,2.77,-1.2830542203572097,3.0,0.32,2.56,3.05,3.3,-2.6981376969570507,0.3,8.0,-1.83,Engineering,Very Good,Good,0.0,0.0,0.0,Amy Johnson
female,Other,USA,32.0,Club/Intramural,8.41,0.88,0.07,2.33,-3.666673063500742,1.3,-0.96,2.08,2.84,0.9,4.689423755732717,4.5,3.0,2.99,Engineering,Ok,Bad,0.0,0.0,1.0,Kate Carlson
female,Other,Canada,28.0,Club/Intramural,3.83,-2.84,-2.37,2.69,3.4175095353344873,2.1,0.49,4.06,3.71,7.0,-3.1319754948292435,0.0,11.0,-2.26,Engineering,Ok,Good,1.0,0.0,0.0,Wai Rumsey
female,Other,USA,27.0,Club/Intramural,4.62,-2.33,-2.51,1.87,0.7660827148861296,0.9,0.34,2.96,3.18,5.4,0.20453135603489023,2.1,44.0,0.27,Humanities,Ok,Good,0.0,0.0,0.0,Hyacinth Cox
female,Other,USA,27.0,Club/Intramural,5.58,-1.03,0.12,2.42,2.19745819626559,2.7,0.55,3.63,3.52,5.5,-3.917466756224537,0.1,54.0,-2.76,Engineering,Very Good,Good,1.0,0.0,0.0,Joselyn Cross
female,Other,USA,33.0,Club/Intramural,7.24,0.35,1.02,2.49,4.739955598364738,3.5,0.8,4.07,3.31,3.2,-0.6273000537436546,1.6,46.0,-0.33,Engineering,Very Good,Good,0.0,0.0,0.0,Carolyn Newsome
female,Other,USA,30.0,Club/Intramural,4.43,-1.97,-1.38,1.46,1.9997823049409935,3.2,0.33,3.77,2.7,6.2,-0.8676624417437099,1.4,35.0,-0.46,Sciences,None,Good,0.0,1.0,0.0,Marylin Blake
female,Other,USA,27.0,Club/Intramural,8.38,0.8,0.38,2.91,-2.439783739493158,2.0,0.01,2.23,2.63,3.5,1.3411983977870103,2.9,48.0,0.99,Quantitative,None,Bad,0.0,0.0,0.0,Linda Brown
female,Other,USA,27.0,Club/Intramural,6.19,-0.71,-0.4,2.34,-0.8246244383654175,1.7,-0.45,3.07,3.29,4.3,-1.0762603184612871,1.2,21.0,-0.55,Humanities,Ok,Good,0.0,1.0,0.0,Irene Tompson
female,Other,USA,26.0,Club/Intramural,6.53,-0.4,0.47,2.98,-2.332571088065447,1.0,0.05,1.85,2.89,0.9,0.6821846589225738,2.4,58.0,0.73,Quantitative,Very Good,Good,1.0,0.0,0.0,Angelina Johnson
female,Other,USA,25.0,Club/Intramural,7.31,-0.08,-1.73,0.85,-4.389085233605361,1.6,-1.0,2.06,2.61,1.7,0.2035974493813196,2.3,52.0,0.3,Quantitative,None,Good,0.0,0.0,1.0,Brittany Norsaganay
female,Other,USA,35.0,Club/Intramural,8.39,0.97,0.97,2.82,5.876141493146548,2.6,1.11,4.5,3.58,8.2,1.0699804232968912,2.6,44.0,0.81,Engineering,None,Good,1.0,0.0,0.0,Karen Mair
female,Other,USA,26.0,Club/Intramural,3.93,-2.65,-2.57,1.44,2.6256190449305463,2.6,0.76,3.35,3.36,3.0,-1.502325537758206,1.4,86.0,-0.61,Quantitative,Ok,Good,1.0,0.0,0.0,Ashley Brandon
female,Other,USA,27.0,None,7.74,0.8,0.76,1.71,0.8348473517360412,3.5,-0.2,3.16,3.02,-0.2,2.0495707765288382,2.9,20.0,1.55,Engineering,Very Good,Bad,0.0,0.0,0.0,Bernice Viray
female,Other,USA,24.0,None,10.77,3.18,4.21,4.49,-2.1923472745143555,2.3,-0.64,2.74,3.02,2.5,-3.0864350323947365,0.6,24.0,-2.65,Engineering,Very Good,Good,0.0,0.0,0.0,Wanda Charles
female,Other,USA,28.0,None,4.99,-1.58,-1.1,1.86,-1.2288720900254564,2.3,0.08,2.37,2.64,1.7,-0.8322823501230353,1.4,49.0,-0.46,Sciences,Ok,Bad,0.0,0.0,0.0,Cassie Edwards
female,Other,USA,27.0,NCAA,9.37,2.31,3.67,3.69,2.500228688544869,2.0,0.62,3.58,3.36,6.6,-2.5254697670915647,0.9,61.0,-1.65,Engineering,Very Good,Good,1.0,0.0,0.0,Kristen Pralle
female,Other,USA,26.0,None,8.29,0.8,-0.08,2.1,-0.9157924211616727,2.1,0.37,2.59,2.63,4.5,-1.066051916692863,1.6,70.0,-0.69,Engineering,None,Bad,0.0,0.0,0.0,Myrtle Bloom
female,Other,USA,24.0,None,4.14,-2.14,-2.3,0.27,0.07399050693913256,1.5,0.55,2.56,2.76,4.0,-2.9880909705057044,0.4,38.0,-1.98,Quantitative,None,Good,0.0,0.0,0.0,Sarah Orme
female,Other,USA,35.0,None,6.48,-0.72,-0.87,2.47,-1.008099878789257,1.4,-0.42,2.75,3.3,1.9,4.568500829365598,4.5,11.0,2.98,Engineering,None,Bad,0.0,0.0,0.0,Theresa Liddy
female,Other,USA,39.0,None,4.4,-2.17,-2.36,0.95,-1.1167240410771846,1.3,0.76,2.18,2.01,5.7,-0.9685139474132658,1.2,40.0,-0.47,Engineering,Ok,Bad,0.0,0.0,0.0,Jannet Taylor
female,Other,Australia,31.0,NCAA,5.79,-1.26,-1.29,2.36,6.617508852559841,2.0,1.57,4.44,3.22,9.5,-0.7340427589705392,1.3,13.0,-0.68,Engineering,Very Good,Good,1.0,0.0,0.0,Kimberly Maack
female,Other,USA,26.0,None,7.25,0.54,1.32,2.18,-0.20462973668400689,1.8,-0.75,3.5,3.38,4.9,-1.2563473634532207,1.3,9.0,-0.99,Engineering,Ok,Good,1.0,0.0,0.0,Teresa Widen
female,Other,USA,24.0,NCAA,6.45,-0.67,-1.24,1.63,1.9540406850918832,2.5,0.43,3.4,2.92,4.3,-5.502411730341455,0.0,79.0,-3.73,Engineering,Very Good,Good,0.0,0.0,0.0,Vivian Benson
female,Other,Canada,30.0,NCAA,9.85,2.33,2.29,3.17,4.1171760459891695,3.8,1.11,3.94,3.15,5.7,-2.7365341007080595,0.2,21.0,-1.79,Engineering,Very Good,Good,0.0,0.0,0.0,Jeanetta Terry
female,Other,USA,30.0,None,10.02,2.27,2.01,2.93,-3.647876579618471,1.6,-0.91,2.42,3.21,3.2,1.709991980360814,2.7,37.0,1.34,Quantitative,None,Bad,0.0,0.0,1.0,Mabel Biddle
female,Other,USA,28.0,None,6.78,0.18,2.05,3.42,-0.9237030313012026,1.1,-0.76,3.03,3.23,3.5,-1.5736201172870015,1.3,64.0,-0.89,Engineering,None,Bad,0.0,0.0,0.0,Ruby Orsi
female,Other,USA,26.0,None,7.56,0.22,-0.21,2.21,-8.99469368525731,0.4,-1.25,0.4,1.9,-0.9,1.3155412346950517,2.5,11.0,0.84,Engineering,Ok,Good,0.0,0.0,1.0,Emma Wilke
female,Other,USA,30.0,NCAA,8.37,1.2,1.56,2.92,5.671326866522326,2.9,0.99,4.28,3.25,6.1,1.877302544711548,3.0,62.0,1.56,Quantitative,None,Good,1.0,0.0,0.0,Jacque Anderson
female,Other,USA,34.0,Club/Intramural,10.66,3.16,3.92,3.79,2.7465475361785776,2.6,0.11,3.92,2.87,5.8,1.7665221772264135,2.8,3.0,1.09,Engineering,Very Good,Good,1.0,0.0,0.0,Joyce Lack
female,Other,USA,31.0,None,5.75,-0.8,0.17,2.4,0.24763961628292402,3.2,-0.33,3.78,3.25,6.7,1.7941963055098944,2.9,15.0,1.28,Quantitative,Ok,Good,0.0,1.0,0.0,Jane Pennington
female,Other,USA,32.0,None,4.97,-1.79,-2.26,0.81,0.6659957956929587,2.3,-0.25,3.5,3.38,4.2,-2.5047939886378505,0.5,17.0,-1.86,Engineering,Very Good,Good,0.0,0.0,0.0,Cruz Fitzgerald
female,Other,Canada,21.0,None,4.87,-2.02,-2.37,1.83,-2.2166833487482434,1.8,0.04,1.99,2.65,0.4,-1.7787387265530588,1.1,20.0,-1.38,Engineering,Ok,Bad,0.0,0.0,0.0,Crystal Gosnell
female,Other,USA,33.0,NCAA,6.32,-0.4,0.24,2.25,2.415305864879741,3.0,0.41,3.98,3.4,7.2,-0.926249732207969,1.4,10.0,-0.74,Sciences,None,Good,1.0,0.0,0.0,Dalene Cox
female,Other,USA,28.0,NCAA,7.74,0.7,0.48,1.65,1.3574280334298674,3.1,1.03,3.04,2.61,6.0,-0.6960565076837946,1.5,0.0,-0.62,Humanities,Ok,Good,0.0,1.0,0.0,Kathy Smith
female,Other,USA,29.0,None,3.05,-3.07,-2.34,1.15,-4.210465187844711,1.4,-0.3,1.74,2.29,3.0,1.8990207526412928,3.1,32.0,1.29,Quantitative,Ok,Bad,0.0,0.0,0.0,Karen Eisenberg
female,Other,Canada,29.0,None,2.56,-3.75,-3.96,0.13,-1.823663882277903,2.1,0.65,2.13,2.59,4.5,1.613242831531285,2.7,18.0,1.09,Engineering,Very Good,Bad,0.0,0.0,0.0,Michelle Adams
female,Other,USA,26.0,NCAA,6.67,-0.28,-0.38,1.87,2.2308958722721597,1.4,0.25,3.37,2.9,4.7,-2.2059764511574564,1.0,64.0,-1.25,Engineering,Ok,Good,1.0,0.0,0.0,Ariel Zimmerman
female,Other,USA,28.0,NCAA,8.62,1.19,1.25,2.81,2.3423197941679526,1.3,0.33,3.86,3.4,9.0,-2.523939197653311,0.9,92.0,-1.41,Engineering,Very Good,Good,0.0,0.0,0.0,Bobbie Luna
female,Other,USA,22.0,None,3.98,-2.34,-2.11,0.68,-1.058992236230792,1.5,0.0,2.67,3.75,3.1,-3.904244840786614,0.0,52.0,-2.85,None,None,Bad,0.0,0.0,0.0,Thomas Dumas
female,Other,USA,30.0,None,5.8,-1.21,-1.85,1.19,0.24099400620166,2.2,0.13,3.02,3.21,3.5,0.7302141414833319,2.4,45.0,0.66,Engineering,None,Good,0.0,0.0,0.0,June Irvine
female,Other,USA,29.0,None,8.37,0.99,0.65,2.52,-9.779459738049226,0.6,-1.95,0.63,1.98,-1.2,1.064917364134668,2.8,12.0,0.61,Engineering,None,Bad,0.0,0.0,0.0,Frances Alcorn
female,Other,USA,31.0,None,6.14,-0.4,-0.37,0.62,-4.677934536123338,1.4,-1.24,2.21,3.05,2.6,2.6804652782439526,3.3,11.0,1.68,Engineering,None,Bad,0.0,0.0,0.0,Ruth Pinc
female,Other,USA,28.0,None,9.06,1.49,1.21,3.03,-0.038406348366181245,1.9,-0.41,3.02,2.85,2.8,1.4701130984753925,2.7,10.0,1.11,Engineering,None,Good,0.0,0.0,0.0,Carol Hall
female,Other,USA,35.0,NCAA,4.56,-2.41,-2.95,1.7,1.0923131407500657,0.7,0.32,3.05,2.81,6.0,1.393580734711641,2.7,32.0,1.17,Sciences,Ok,Good,1.0,0.0,0.0,Daryl Ormond
female,Other,Australia,24.0,None,10.92,3.01,2.51,3.03,-1.1447170535087807,1.8,0.2,2.38,3.1,2.3,-0.5977165582801742,1.8,19.0,-0.55,Quantitative,Ok,Bad,0.0,1.0,0.0,Megan Dorman
female,Other,USA,21.0,None,3.59,-3.05,-2.85,1.67,0.4597128198265649,0.6,0.86,2.52,2.99,5.8,-4.209737652343177,0.0,37.0,-3.1,Engineering,Ok,Good,0.0,1.0,0.0,Pauline Mendez
female,Other,USA,25.0,None,7.64,0.51,0.7,2.68,-2.892323374637473,2.4,-0.79,2.44,2.67,1.7,0.8371495821825516,2.6,55.0,0.85,Humanities,None,Good,0.0,0.0,0.0,Joyce Frederick
female,Other,USA,25.0,NCAA,8.13,0.88,1.4,3.14,2.2959840237502043,2.7,0.82,3.13,3.21,2.3,0.1806437735404542,2.0,50.0,0.54,Quantitative,Very Good,Good,1.0,0.0,0.0,Sarah Peraza
female,Other,Australia,33.0,None,7.92,0.66,-0.06,1.84,-1.1743633326549974,2.5,-0.32,2.72,2.31,3.1,1.3314987768113236,3.1,27.0,0.68,Quantitative,Very Good,Bad,0.0,0.0,0.0,Mary Sampson
female,Other,USA,23.0,None,6.24,-0.84,-1.4,1.72,-0.6739532582157023,1.1,-0.07,2.36,2.93,0.3,0.6464308413556772,2.2,29.0,0.64,Engineering,None,Good,0.0,0.0,0.0,Phyllis Lazarus
female,Other,USA,28.0,None,4.49,-1.56,-0.34,1.24,-2.261339640357287,1.7,-0.06,2.15,2.63,2.2,-1.8330069824771515,1.1,59.0,-0.97,Humanities,None,Good,1.0,0.0,0.0,Trinidad Delano
female,Other,USA,47.0,NCAA,9.32,2.23,3.08,3.06,1.9180599193352448,2.9,0.47,3.73,2.68,7.7,7.337752303014115,5.7,19.0,5.06,Engineering,Ok,Good,0.0,0.0,0.0,Audrey Porter
female,Other,USA,21.0,None,6.76,-0.36,-0.47,2.08,-2.0978105007275767,1.4,-0.39,2.39,3.09,2.2,-2.2800720048475043,0.7,53.0,-1.45,Quantitative,None,Good,0.0,0.0,0.0,Emily Hughes
female,Other,USA,30.0,NCAA,6.88,-0.22,-0.18,2.37,0.9046052568172863,1.6,1.37,2.21,2.22,4.2,1.4441405475406786,2.8,27.0,1.04,Sciences,None,Good,1.0,0.0,0.0,Becki Peterson
female,Other,USA,29.0,None,9.5,2.16,2.19,2.58,-1.89826435590063,1.5,-0.15,2.63,3.16,5.1,-0.8582431066148659,1.7,75.0,-0.38,Quantitative,Ok,Bad,0.0,0.0,0.0,Holly Pugh
female,Other,USA,35.0,NCAA,7.15,-0.13,-0.75,2.08,1.937179034835688,2.2,-0.17,4.05,4.1,6.0,0.3207996667508873,2.2,16.0,0.09,Humanities,Ok,Bad,0.0,0.0,0.0,Dorothy Garrett
female,Other,Canada,34.0,NCAA,7.68,0.32,-0.5,1.85,0.966213547671139,2.4,0.37,3.17,3.14,4.5,3.0181109640890487,3.6,15.0,2.11,Quantitative,None,Good,0.0,0.0,0.0,Paula Garfield
female,Other,Australia,28.0,Club/Intramural,8.89,1.74,1.8,1.97,3.789965248804605,1.7,0.56,4.03,3.52,6.7,-4.118077845832999,0.1,46.0,-2.75,Quantitative,Very Good,Good,1.0,0.0,0.0,Nicole Clarke
female,Other,USA,28.0,None,0.37,-5.3,-5.6,0.0,-4.621229732926712,1.1,-0.7,1.71,2.29,1.8,1.450977719232023,2.5,16.0,1.1,Humanities,None,Bad,0.0,0.0,0.0,Melissa Slater
female,Other,USA,31.0,NCAA,6.15,-1.09,-1.66,1.81,6.799795366366868,3.6,1.38,4.62,3.85,6.3,-1.7227429831571688,1.3,18.0,-1.36,Quantitative,Very Good,Good,1.0,0.0,0.0,Karen Atkins
female,Other,Australia,23.0,None,8.88,1.7,2.98,3.76,-1.6094122550308032,2.4,-0.64,2.76,2.78,1.9,-0.0439854833234925,1.7,3.0,-0.05,Humanities,None,Good,0.0,0.0,0.0,Alison Brevard
female,Other,USA,27.0,None,6.85,-0.3,-0.97,1.7,-0.020318874521868743,2.2,0.15,2.79,3.42,1.7,-1.6358968992850822,0.8,35.0,-0.88,Quantitative,None,Bad,0.0,0.0,1.0,Irene Davis
female,Other,USA,23.0,None,5.92,-0.9,-0.54,2.08,0.3049967372430217,3.8,-0.14,2.94,3.0,-0.9,0.3839175344592538,2.2,6.0,-0.06,Engineering,Ok,Good,0.0,0.0,0.0,Alyssa Ohanesian
female,Other,USA,33.0,None,8.04,0.93,1.29,2.5,0.09567862308995641,2.1,-0.66,3.49,3.08,4.8,0.10970483593861118,2.0,6.0,-0.13,Engineering,Ok,Good,0.0,1.0,0.0,Mary Rauf
female,Other,USA,39.0,None,5.84,-0.81,-0.3,1.73,-1.381028497292129,1.6,-0.54,3.06,3.45,5.5,5.110482536073893,4.6,9.0,3.65,Quantitative,None,Good,0.0,0.0,0.0,Yvette Huffines
female,Other,USA,28.0,None,5.16,-1.27,-1.2,0.66,-2.516811272615991,2.7,-0.52,2.71,2.5,4.5,-3.799526180136359,0.0,35.0,-2.58,Quantitative,None,Bad,0.0,0.0,0.0,Mary Minichiello
female,Other,USA,28.0,None,7.62,0.65,0.33,1.51,-0.7284160898472287,1.0,-0.4,2.56,2.53,1.8,1.5128472242528979,2.9,30.0,0.98,Humanities,Ok,Good,0.0,0.0,0.0,Michele Frison
female,Other,Australia,35.0,None,4.4,-2.2,-2.15,1.62,0.28661483441056235,1.2,0.23,2.91,2.68,4.9,0.024731706196049027,2.0,3.0,-0.14,Quantitative,Ok,Good,0.0,0.0,0.0,Gloria Holmes
female,Other,USA,34.0,None,11.33,3.43,3.36,4.1,-1.2302275003582328,1.0,0.14,2.72,3.45,6.1,1.475462612392584,3.0,29.0,0.99,Engineering,Ok,Bad,0.0,0.0,0.0,Ila Griffith
female,Other,USA,34.0,NCAA,5.32,-0.97,-0.22,1.38,3.1705654000908323,1.7,0.7,3.54,3.61,4.5,1.2942966121920578,2.4,10.0,0.9,Engineering,Very Good,Good,1.0,0.0,0.0,Ana Pena
female,Other,USA,30.0,None,10.27,2.53,2.38,3.26,-1.2840424835426762,1.7,-0.48,2.78,3.5,1.9,-0.8398491575764018,1.4,17.0,-0.73,Engineering,Ok,Bad,0.0,0.0,1.0,Monique Sanders
female,Other,USA,33.0,None,7.24,-0.05,-0.72,1.6,-1.317716352705571,1.7,0.31,2.34,2.2,4.7,1.3776358677058034,2.9,59.0,0.94,Quantitative,Ok,Good,0.0,0.0,0.0,Gigi Harvey
female,Other,Canada,27.0,None,5.56,-1.26,-1.97,0.92,-1.717589033795095,2.6,0.33,2.51,2.81,5.3,-2.0896888506550075,1.1,65.0,-1.43,Engineering,Ok,Bad,0.0,0.0,0.0,Reina Holmes
female,Other,USA,25.0,None,7.64,0.58,1.19,2.68,-4.263859754031915,0.2,-1.25,1.98,2.9,1.1,-2.232862440897855,1.0,47.0,-1.68,Engineering,None,Bad,1.0,0.0,0.0,Robin Ameduri
female,Other,USA,25.0,None,7.64,0.65,-0.06,1.04,-1.237926767366175,2.8,-0.15,2.56,2.58,1.4,-2.951563246013304,0.4,24.0,-2.39,Quantitative,Ok,Good,0.0,0.0,0.0,Susan Molina
male,Other,USA,25.0,None,9.42,1.88,2.04,3.5,-5.626739538142312,1.1,-1.29,1.84,3.64,-0.1,2.4151597465939108,2.9,23.0,2.48,Engineering,Very Good,Bad,0.0,1.0,1.0,Anthony Lucas
male,Other,Canada,27.0,None,7.51,0.18,0.25,3.08,-6.741624890923056,0.4,-1.5,1.52,2.83,0.8,2.3600387190363765,3.2,32.0,2.1,Quantitative,Ok,Bad,0.0,1.0,1.0,Jose Mcneil
male,Other,USA,35.0,None,9.16,2.02,2.82,3.2,3.1480222918265657,4.9,-0.02,4.43,3.24,5.1,2.723051400044854,3.5,19.0,2.38,Quantitative,Very Good,Good,1.0,0.0,0.0,Joseph Cross
male,Other,Canada,33.0,NCAA,8.11,0.96,1.64,3.14,4.979113312014738,2.7,1.13,4.23,3.26,8.0,-2.1680940874585874,1.2,64.0,-1.9,Engineering,Very Good,Good,1.0,0.0,0.0,Alexander Fink
male,Other,USA,26.0,None,7.92,0.74,0.87,2.68,1.3306434595257186,1.9,-0.12,3.06,3.12,-0.1,-0.41149496162247545,1.8,26.0,-0.55,Sciences,Ok,Good,0.0,0.0,0.0,Edward Lea
male,Other,USA,19.0,None,9.4,2.02,1.8,2.28,-7.517781300447063,0.2,-2.11,1.34,2.8,-1.1,-2.039380342718929,0.8,26.0,-1.68,Engineering,Ok,Good,1.0,1.0,1.0,Jerry Dehart
male,Other,USA,35.0,NCAA,9.18,1.75,2.03,2.89,2.0561847309833787,2.7,0.62,3.29,2.76,4.8,3.321969691889046,3.5,27.0,3.01,Engineering,Very Good,Good,0.0,0.0,0.0,Gustavo Austin
male,Other,USA,32.0,NCAA,6.36,-0.44,0.73,3.23,5.8089829694728765,2.2,0.52,4.87,4.09,7.7,-3.5779683534038935,0.2,105.0,-2.57,Quantitative,Very Good,Good,0.0,0.0,0.0,Matthew Stoner
male,Other,USA,33.0,NCAA,8.84,1.56,1.98,3.18,1.910535719482492,1.3,0.75,3.26,3.21,6.6,-1.7961610325052786,1.3,59.0,-1.78,Engineering,Ok,Bad,0.0,0.0,0.0,Roy Clark
male,Other,USA,31.0,NCAA,4.48,-2.07,-2.35,0.68,4.3586788394754805,1.2,1.29,3.83,3.35,9.2,-1.358319407325031,1.4,58.0,-0.95,Engineering,Very Good,Good,1.0,0.0,1.0,Jose Seigel
male,Other,Australia,31.0,NCAA,9.93,2.56,2.21,2.21,3.285558865141819,2.8,0.28,3.98,2.96,5.1,1.0588222872276851,2.7,18.0,0.72,Quantitative,Very Good,Good,1.0,1.0,0.0,Ramon Johnson
male,Other,USA,28.0,NCAA,6.38,-0.48,-0.29,1.77,7.187621147895714,3.9,1.59,4.48,3.89,4.7,-0.8000428463713543,1.8,49.0,-0.75,Sciences,Ok,Good,1.0,0.0,0.0,John Swanson
male,Other,USA,27.0,NCAA,7.88,0.91,0.53,1.25,2.905752993224701,1.8,0.79,3.54,2.84,6.8,-2.6093689874062553,0.8,43.0,-2.44,Engineering,Ok,Good,1.0,0.0,0.0,Rudy Burley
male,Other,USA,27.0,None,11.4,3.31,2.42,3.29,-2.7653059251927923,3.0,-0.77,2.32,2.3,-0.3,1.9146051279229985,3.0,7.0,1.58,Humanities,None,Good,0.0,0.0,0.0,David Smith
male,Other,USA,38.0,None,8.56,1.01,0.95,3.13,1.0035869918161406,1.4,-0.25,3.8,3.81,7.8,-0.5127152024036429,1.9,41.0,-0.42,Humanities,Very Good,Bad,0.0,0.0,0.0,Michael Sites
male,Other,USA,35.0,None,7.13,0.31,1.16,2.71,-3.088802935933362,0.9,-0.9,2.36,2.27,3.4,0.8068081409200494,2.3,27.0,0.75,Quantitative,Ok,Good,0.0,1.0,0.0,Teddy Lee
male,Other,USA,28.0,None,7.84,0.55,0.38,2.59,-1.1906509845757005,2.5,0.35,2.52,2.69,4.1,0.46789823449040213,2.1,31.0,-0.08,Quantitative,None,Bad,0.0,1.0,0.0,George Konakowitz
male,Other,USA,27.0,None,6.26,-0.7,-1.4,1.39,1.3001914216442467,3.1,-0.35,3.69,2.45,4.8,-0.47400517530330316,1.6,40.0,-0.24,Engineering,Ok,Good,0.0,0.0,0.0,Glen Keaton
male,Other,USA,23.0,None,6.52,-0.14,0.59,2.12,-2.3781380539250208,1.1,-0.43,2.24,2.89,1.7,-0.44951205744228384,1.8,36.0,-0.41,Engineering,Ok,Bad,1.0,0.0,0.0,Philip Deal
male,Other,USA,23.0,NCAA,5.33,-1.65,-2.26,1.21,3.078371410150327,2.9,0.47,3.87,3.72,4.5,-3.673410204143726,0.2,15.0,-3.73,Quantitative,Ok,Good,1.0,0.0,0.0,Milford Temple
male,Other,USA,27.0,None,4.67,-1.98,-2.44,0.7,-4.538351344132236,1.2,-0.66,1.74,2.91,1.4,-1.1528935238845153,1.6,18.0,-1.06,Engineering,None,Bad,0.0,1.0,0.0,Timothy Grajeda
male,Other,USA,39.0,None,7.71,0.62,1.62,3.44,1.0011249700795948,2.5,0.07,3.57,3.37,6.0,3.622990844360119,3.7,42.0,2.86,Engineering,Ok,Good,0.0,0.0,0.0,Mark Underland
male,Other,USA,32.0,None,5.8,-1.13,-1.74,1.12,-1.7680780222932804,1.7,0.32,2.34,2.72,5.1,2.1857684139323745,3.1,16.0,1.99,Engineering,Ok,Good,0.0,0.0,0.0,Daniel Rehart
male,Other,USA,30.0,Club/Intramural,9.94,2.47,2.46,2.92,1.9952261924492898,1.5,0.26,3.29,3.54,2.7,-1.9655229960689178,1.1,35.0,-1.44,Quantitative,None,Bad,0.0,0.0,0.0,Thomas Watson
male,Other,Canada,27.0,NCAA,6.33,-0.73,-1.11,1.85,1.548660435428696,3.3,-0.18,3.91,3.53,4.8,-1.1431442201228745,1.5,47.0,-0.72,Engineering,None,Good,0.0,1.0,0.0,Stephen Fike
male,Other,USA,32.0,NCAA,8.18,0.65,-0.11,2.42,4.736221588015643,2.0,0.79,4.07,3.56,5.5,1.019185816154925,2.7,25.0,0.92,Engineering,Ok,Good,1.0,0.0,0.0,Mel Dirksen
male,Other,Canada,26.0,None,7.97,0.73,1.52,3.61,-8.011197080126786,0.9,-1.62,0.85,1.28,-1.0,2.7985187337411483,3.7,41.0,2.68,Humanities,None,Good,0.0,1.0,1.0,Daniel Williams
male,Other,USA,15.0,None,6.52,-0.23,0.04,2.0,-7.265796809349405,1.4,-1.17,0.82,2.36,-3.1,-3.6590250549154453,0.0,39.0,-3.11,Engineering,None,Bad,0.0,1.0,1.0,Donald Teets
male,Other,USA,21.0,None,9.8,2.15,1.99,3.07,-7.634420608409356,0.2,-1.41,0.98,2.28,0.1,-0.9702578523572275,1.4,23.0,-1.14,Engineering,None,Bad,0.0,1.0,1.0,Jose Fulk
male,Other,USA,27.0,None,10.31,2.67,2.1,2.45,-3.4145332351373727,1.9,-0.02,1.64,3.02,-0.7,3.2660834527646667,3.4,15.0,2.79,Sciences,Ok,Good,0.0,1.0,0.0,Jonah Steiner
male,Other,USA,30.0,None,10.06,2.52,2.54,2.95,-6.088367288579656,0.8,-1.31,1.48,3.01,-1.2,1.4007120010864154,2.6,1.0,1.06,Humanities,Ok,Bad,0.0,1.0,1.0,Demetrius Galvan
male,Other,USA,25.0,None,8.9,1.66,1.11,1.5,-1.5995556538675428,3.0,0.19,2.06,2.14,-0.7,1.210372375480544,2.8,19.0,1.06,Engineering,Ok,Bad,0.0,0.0,0.0,Robert Keyes
male,Other,USA,34.0,None,2.07,-4.04,-4.45,0.0,0.14679276754117554,3.5,0.47,3.36,2.85,7.3,0.3295103542582323,2.3,70.0,0.64,Engineering,Ok,Bad,0.0,0.0,0.0,Ernest Norley
male,Other,USA,26.0,None,11.84,3.84,3.19,3.53,1.4012784701194376,2.6,-0.1,3.67,3.31,4.8,-0.5265591872492176,1.6,18.0,-0.56,Quantitative,Ok,Good,0.0,0.0,0.0,Lawerence Howe
male,Other,USA,17.0,Club/Intramural,12.87,4.75,4.91,4.29,-5.589008944865555,1.9,-1.67,2.12,2.53,1.7,-3.0003533743903468,0.1,21.0,-2.85,Engineering,None,Good,0.0,1.0,1.0,Andrew Doolittle
male,Other,USA,25.0,None,4.76,-1.64,-1.1,1.48,-1.8851353993614304,2.9,-0.46,2.68,2.28,2.7,1.35336753827852,2.9,55.0,1.49,Sciences,None,Good,0.0,0.0,0.0,Erwin Orozco
male,Other,USA,20.0,NCAA,9.38,2.39,3.38,3.02,-1.6659864770515336,1.9,0.02,2.16,3.55,-0.5,-1.0033733230801563,1.3,25.0,-0.67,Sciences,None,Good,0.0,0.0,0.0,George Miller
male,Other,USA,22.0,None,7.54,0.26,-0.05,1.75,-1.9601514689689692,1.9,-0.49,2.25,2.47,-0.3,-0.15861493416989395,1.8,22.0,-0.04,Engineering,Ok,Bad,0.0,0.0,0.0,John Rojo
male,Other,USA,29.0,NCAA,6.92,-0.01,0.36,2.49,5.409962653532661,2.8,1.19,4.24,3.01,7.3,1.3583451055579496,2.7,50.0,1.31,Engineering,Ok,Good,1.0,0.0,0.0,Brent Ryan
male,Other,USA,22.0,None,11.05,3.09,2.59,3.3,-4.551344247167168,1.0,-0.73,1.64,2.67,0.6,-1.9822334408581372,0.9,40.0,-1.57,Engineering,None,Bad,0.0,1.0,0.0,Bobby Ridley
